Date,Open,High,Low,Close,Adj Close,Volume
2019-07-22,258.750000,266.070007,222.250000,228.039993,228.039993,55384300
2019-07-29,227.089996,246.679993,226.029999,234.339996,234.339996,40956500
2019-08-05,229.600006,239.800003,225.750000,235.009995,235.009995,26541500
2019-08-12,232.990005,236.000000,211.550003,219.940002,219.940002,32332700
2019-08-19,224.210007,229.089996,211.000000,211.399994,211.399994,32326700
2019-08-26,213.600006,232.440002,211.539993,225.610001,225.610001,28193700
2019-09-02,224.080002,229.800003,219.210007,227.449997,227.449997,22699800
2019-09-09,230.000000,253.500000,228.940002,245.199997,245.199997,33623500
2019-09-16,246.000000,248.169998,238.160004,240.619995,240.619995,23912500
2019-09-23,240.000000,248.710007,218.360001,242.130005,242.130005,49659700
2019-09-30,243.000000,245.949997,224.279999,231.429993,231.429993,40753300
2019-10-07,229.800003,251.080002,228.550003,247.889999,247.889999,38395500
2019-10-14,247.899994,264.779999,247.130005,256.950012,256.950012,33841000
2019-10-21,258.329987,330.000000,250.179993,328.130005,328.130005,74609200
2019-10-28,327.540009,340.839996,309.799988,313.309998,313.309998,52647300
2019-11-04,314.799988,341.500000,309.260010,337.140015,337.140015,44207800
2019-11-11,343.950012,356.329987,342.000000,352.170013,352.170013,37040100
2019-11-18,352.920013,361.200012,330.000000,333.040009,333.040009,41830900
2019-11-25,344.320007,344.570007,327.100006,329.940002,329.940002,28308100
2019-12-02,329.399994,338.859985,327.250000,335.890015,335.890015,29518200
2019-12-09,336.589996,365.209991,335.079987,358.390015,358.390015,39084000
2019-12-16,362.549988,413.000000,362.500000,405.589996,405.589996,73651800
2019-12-23,411.779999,435.309998,410.000000,430.380005,430.380005,41953900
2019-12-30,428.790009,454.000000,402.079987,443.010010,443.010010,50182700
2020-01-06,440.470001,498.799988,440.000000,478.149994,478.149994,100559300
2020-01-13,493.500000,547.409973,492.000000,510.500000,510.500000,108248400
2020-01-20,530.250000,594.500000,528.409973,564.820007,564.820007,83177100
2020-01-27,541.989990,653.000000,539.280029,650.570007,650.570007,87923100
2020-02-03,673.690002,968.989990,673.520020,748.070007,748.070007,213540400
2020-02-10,800.000000,819.989990,735.000000,800.030029,800.030029,90392200
2020-02-17,841.599976,944.780029,832.359985,901.000000,901.000000,73754400
2020-02-24,839.000000,863.500000,611.520020,667.989990,667.989990,95068300
2020-03-02,711.260010,806.979980,684.270020,703.479980,703.479980,84543600
2020-03-09,605.390015,668.000000,502.000000,546.619995,546.619995,87540000
2020-03-16,469.500000,494.869995,350.510010,427.529999,427.529999,126751300
2020-03-23,433.600006,560.000000,410.500000,514.359985,514.359985,92330500
2020-03-30,510.260010,542.960022,446.399994,480.010010,480.010010,85543300
2020-04-06,511.200012,575.179993,497.959991,573.000000,573.000000,59127600
2020-04-13,590.159973,774.950012,580.530029,753.890015,753.890015,110415000
2020-04-20,732.700012,765.570007,673.789978,725.150024,725.150024,75654800
2020-04-27,737.609985,869.820007,683.039978,701.320007,701.320007,113051300
2020-05-04,701.000000,824.000000,698.000000,819.419983,819.419983,75009800
2020-05-11,790.510010,843.289978,763.299988,799.169983,799.169983,75692600
2020-05-18,827.780029,834.719971,796.000000,816.880005,816.880005,50886000
2020-05-25,834.500000,835.000000,785.000000,835.000000,835.000000,38707300
2020-06-01,858.000000,908.659973,854.099976,885.659973,885.659973,53154200
2020-06-08,919.000000,1027.479980,909.159973,935.280029,935.280029,76773000
2020-06-15,917.789978,1019.200012,908.500000,1000.900024,1000.900024,58049300
2020-06-22,999.950012,1012.000000,937.150024,959.739990,959.739990,41796700
2020-06-29,969.010010,1228.000000,948.520020,1208.660034,1208.660034,56521900
2020-07-06,1276.689941,1548.920044,1266.040039,1544.650024,1544.650024,93426100
2020-07-13,1659.000000,1794.989990,1431.000000,1500.839966,1500.839966,102402100
2020-07-20,1519.010010,1689.000000,1366.540039,1417.000000,1417.000000,91164900
2020-07-27,1435.000000,1564.699951,1413.000000,1430.760010,1430.760010,61152300
2020-08-03,1449.199951,1527.410034,1415.010010,1452.709961,1452.709961,37078100
2020-08-10,1448.000000,1668.800049,1365.000000,1650.709961,1650.709961,71049800
2020-08-17,1677.000000,2095.489990,1672.829956,2049.979980,2049.979980,91023500
2020-08-24,2126.280029,2295.600098,1927.520020,2238.750000,2238.750000,68654900
